Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
73,Khargone,Badwaha,Cotton,Other,FAQ,4790,6200,5750,2021-02-25
127,Badwani,Balwadi,Cotton,H4,FAQ,5000,5000,5000,2021-02-25
171,Khargone,Bhikangaon,Cotton,H4,FAQ,4700,6542,5600,2021-02-25
314,Dhar,Gandhwani,Cotton,Other,FAQ,5156,6500,5828,2021-02-25
352,Jhabua,Jhabua,Cotton,DCH-32 (Ginned),FAQ,6200,6500,6350,2021-02-25
386,Khargone,Kasrawad,Cotton,Cotton (Unginned),FAQ,4995,6100,5800,2021-02-25
439,Khandwa,Khandwa,Cotton,Other,FAQ,4652,6341,6000,2021-02-25
483,Khargone,Khargone,Cotton,Other,FAQ,4600,6410,5700,2021-02-25
551,Badwani,Khetia,Cotton,H4,FAQ,4790,6300,5450,2021-02-25
628,Dhar,Kukshi,Cotton,H4,FAQ,4975,6275,5810,2021-02-25
700,Dhar,Manawar,Cotton,Other,FAQ,6000,6000,6000,2021-02-25
719,Chhindwara,Pandhurna,Cotton,Other,FAQ,5000,6220,6125,2021-02-25
734,Jhabua,Petlawad,Cotton,Cotton (Unginned),FAQ,6000,7300,6963,2021-02-25
765,Dhar,Rajgarh,Cotton,DCH-32(Unginned),FAQ,6000,6500,6300,2021-02-25
847,Chhindwara,Saunsar,Cotton,H4,FAQ,5520,6209,6000,2021-02-25
72,Khargone,Badwaha,Cotton,Other,FAQ,5305,6260,5690,2021-02-26
170,Khargone,Bhikangaon,Cotton,H4,FAQ,4676,6380,5550,2021-02-26
313,Dhar,Gandhwani,Cotton,Other,FAQ,5156,6529,5842,2021-02-26
378,Alirajpur,Jobat,Cotton,DCH-32 (Ginned),FAQ,4100,4350,4200,2021-02-26
438,Khandwa,Khandwa,Cotton,Other,FAQ,5810,6141,5985,2021-02-26
550,Badwani,Khetia,Cotton,H4,FAQ,4800,6250,5400,2021-02-26
627,Dhar,Kukshi,Cotton,H4,FAQ,4795,6085,5675,2021-02-26
699,Dhar,Manawar,Cotton,Other,FAQ,5500,5950,5800,2021-02-26
718,Chhindwara,Pandhurna,Cotton,Other,FAQ,5300,6100,5925,2021-02-26
733,Jhabua,Petlawad,Cotton,Cotton (Unginned),FAQ,6225,7600,7148,2021-02-26
846,Chhindwara,Saunsar,Cotton,H4,FAQ,5800,6201,5975,2021-02-26
920,Badwani,Sendhwa,Cotton,H4,FAQ,5397,6272,5834,2021-02-26
351,Jhabua,Jhabua,Cotton,DCH-32 (Ginned),FAQ,7000,7500,7250,2021-02-27
482,Khargone,Khargone,Cotton,Other,FAQ,4800,6350,5900,2021-02-27
549,Badwani,Khetia,Cotton,H4,FAQ,4780,6300,5450,2021-02-27
732,Jhabua,Petlawad,Cotton,Cotton (Unginned),FAQ,6310,7540,7151,2021-02-27
764,Dhar,Rajgarh,Cotton,DCH-32(Unginned),FAQ,5100,5500,5300,2021-02-27
845,Chhindwara,Saunsar,Cotton,H4,FAQ,5800,6159,5910,2021-02-27
919,Badwani,Sendhwa,Cotton,H4,FAQ,6985,7111,7048,2021-02-27
71,Khargone,Badwaha,Cotton,Other,FAQ,5190,5875,5680,2021-02-28
91,Badwani,Badwani,Cotton,H4,FAQ,5200,5385,5282,2021-02-28
169,Khargone,Bhikangaon,Cotton,H4,FAQ,4750,6290,5500,2021-02-28
350,Jhabua,Jhabua,Cotton,DCH-32 (Ginned),FAQ,7000,7500,7250,2021-02-28
481,Khargone,Khargone,Cotton,Other,FAQ,5000,6320,5800,2021-02-28
731,Jhabua,Petlawad,Cotton,Cotton (Unginned),FAQ,5800,7500,7224,2021-02-28
763,Dhar,Rajgarh,Cotton,DCH-32(Unginned),FAQ,5100,5500,5200,2021-02-28
802,Khargone,Sanawad,Cotton,Cotton (Unginned),FAQ,5000,6155,5900,2021-02-28
15,Badwani,Anjad,Cotton,Other,FAQ,5400,5409,5400,2021-03-01
249,Dhar,Dhamnod,Cotton,Desi,FAQ,4900,6155,5775,2021-03-01
437,Khandwa,Khandwa,Cotton,Other,FAQ,4803,6190,5885,2021-03-01
698,Dhar,Manawar,Cotton,Other,FAQ,5450,6250,5900,2021-03-01
90,Badwani,Badwani,Cotton,H4,FAQ,5280,5330,5300,2021-03-02
248,Dhar,Dhamnod,Cotton,Desi,FAQ,4900,6010,5715,2021-03-02
312,Dhar,Gandhwani,Cotton,Other,FAQ,5400,6580,5990,2021-03-02
436,Khandwa,Khandwa,Cotton,Other,FAQ,4691,6239,5890,2021-03-02
548,Badwani,Khetia,Cotton,H4,FAQ,4800,6250,5350,2021-03-02
697,Dhar,Manawar,Cotton,Other,FAQ,5500,6015,5600,2021-03-02
762,Dhar,Rajgarh,Cotton,DCH-32(Unginned),FAQ,5000,6000,5500,2021-03-02
70,Khargone,Badwaha,Cotton,Other,FAQ,5000,6155,5590,2021-03-03
168,Khargone,Bhikangaon,Cotton,H4,FAQ,4600,6400,5670,2021-03-03
247,Dhar,Dhamnod,Cotton,Desi,FAQ,4305,6175,5640,2021-03-03
311,Dhar,Gandhwani,Cotton,Other,FAQ,5402,6600,6001,2021-03-03
435,Khandwa,Khandwa,Cotton,Other,FAQ,5125,6125,5400,2021-03-03
480,Khargone,Khargone,Cotton,Other,FAQ,4650,6325,5800,2021-03-03
547,Badwani,Khetia,Cotton,H4,FAQ,4780,6300,5400,2021-03-03
696,Dhar,Manawar,Cotton,Other,FAQ,5700,6000,5900,2021-03-03
844,Chhindwara,Saunsar,Cotton,Other,FAQ,5800,6250,6100,2021-03-03
69,Khargone,Badwaha,Cotton,Other,FAQ,4995,5980,5685,2021-03-04
167,Khargone,Bhikangaon,Cotton,H4,FAQ,4822,6355,5550,2021-03-04
208,Burhanpur,Burhanpur,Cotton,Other,FAQ,4600,5900,5900,2021-03-04
246,Dhar,Dhamnod,Cotton,Desi,FAQ,5090,6255,5785,2021-03-04
310,Dhar,Gandhwani,Cotton,Other,FAQ,5810,6600,5900,2021-03-04
434,Khandwa,Khandwa,Cotton,Other,FAQ,4300,6121,5790,2021-03-04
479,Khargone,Khargone,Cotton,Other,FAQ,4600,6401,5800,2021-03-04
546,Badwani,Khetia,Cotton,H4,FAQ,4600,6275,5300,2021-03-04
626,Dhar,Kukshi,Cotton,H4,FAQ,4700,6245,5775,2021-03-04
695,Dhar,Manawar,Cotton,Other,FAQ,4500,6001,5625,2021-03-04
843,Chhindwara,Saunsar,Cotton,H4,FAQ,5800,6270,6080,2021-03-04
918,Badwani,Sendhwa,Cotton,H4,FAQ,5900,6991,6445,2021-03-04
68,Khargone,Badwaha,Cotton,Other,FAQ,4090,6000,5695,2021-03-05
377,Alirajpur,Jobat,Cotton,Other,FAQ,4500,5600,5300,2021-03-05
433,Khandwa,Khandwa,Cotton,Other,FAQ,4701,6116,5946,2021-03-05
478,Khargone,Khargone,Cotton,Other,FAQ,4600,6445,5800,2021-03-05
545,Badwani,Khetia,Cotton,H4,FAQ,4800,6340,5500,2021-03-05
625,Dhar,Kukshi,Cotton,H4,FAQ,4095,5835,5590,2021-03-05
694,Dhar,Manawar,Cotton,Other,FAQ,5000,5900,5650,2021-03-05
842,Chhindwara,Saunsar,Cotton,H4,FAQ,5800,6260,6240,2021-03-05
67,Khargone,Badwaha,Cotton,Other,FAQ,4950,5780,5545,2021-03-06
